Words,AROU,VAL,DOM,CNC,IMAG
break (destroy),5.912,2.394,5.853,4.941,5.5
break (luck),6.032,7.147,4.655,2.879,3.091
break (rest),4.588,6.788,5.97,4.059,3.97
breakfast,5.029,5.857,5.588,5.853,6.294
breast,6.294,6.353,5.647,6.485,6.5
breasts,5.941,6.371,5.647,6.529,6.559
breeze,5.088,6.412,5.129,4.618,5.029
brew,4.303,5.294,5.156,5,5.088
brewer,3.906,5.063,5,5.118,4.406
bribe,5.143,3.371,4.412,3.677,3.529
bridal,5.364,6.807,5.25,4.394,5.455
bridal (horse),3.546,5.029,5.061,6.063,5.636
bridal (marriage),5.667,7.294,4.909,4.594,5.303
bride,6,6.941,5.324,6.471,6.559
bridegroom,5,6.613,4.833,5.903,5.818
bridesmaid,4.571,7.029,4.5,5.886,6.394
bridesmaids,5.294,6.514,5,6.344,6.177
bridge,3.636,5.333,5.588,6.938,6.688
bridge (card game),2.765,5.029,5.121,5.324,5.147
bridge (structure),3.529,6.235,5.394,6.8,6.657
brief,3.235,5.032,4.813,3.147,2.765
bright,6.324,7.571,5.882,4.594,5.667
bright (light),5.455,6.6,5.412,4.706,5.486
bright (smart),6.771,7.886,6.914,2.914,4.229
brilliant,7.394,8.371,7.086,2.886,3.314
brilliant (great),7.212,8.546,7.781,2.576,3.303
brilliant (intelligent),7.235,8.171,7.543,3.029,3.257
brilliant (luminous),6.829,8.118,6.424,3.5,4.371
brink,4.807,3.967,4.25,3.588,2.871
brisk,5.344,5.485,5.781,3.576,3.765
broccoli,4.219,5.969,5.069,6.655,6.778
broken,4.324,2.677,3.559,3.364,4.294
bronze,4.5,6,5.677,5.771,6.086
broom,3.091,5.03,5.121,6.25,6.455
brother,4.441,6.636,5.441,6.242,6.559
brow,3.697,5.2,5.061,5.788,5.485
brown,2.719,4.636,4.906,5.152,6.194
brunch,5,5.939,5.529,5.177,5.333
brunette,5.529,6,5.794,5.697,6.455
brush,4.129,5.452,5.688,6.219,6.207
brushed,4.161,5.467,4.724,4.121,4.29
brutal,5.543,1.824,4.971,3.686,4.371
brute,4.735,3,4.5,4.03,4.353
bubble,4.912,6.559,4.912,5.571,6.576
bubbly,5.514,6.909,5.618,3.571,4.559
buffalo,4.118,5.457,5.118,6.441,6.529
bugle,2.92,4.818,4.957,5.583,5.136
build,4.714,6.086,6.412,5.229,5.765
builder,3.813,5.529,5.333,6.229,6.206
building,2.969,5.147,5.063,6.813,6.727
bulb,3.219,5.375,5.258,6.594,6.546
bulb (light),3.765,6.114,5.515,6.229,6.714
bulb (plant),2.788,6.182,5.5,6.441,6.242
bulge,4.333,4,4.758,5.125,5.75
bulk,4.235,4.941,5.706,4.824,4.265
bull,4.8,4.265,5.563,6.588,6.529
bulldozer,4.147,4.177,5.212,6.647,6.531
bullet,5.647,2.706,4.824,6.727,6.909
bullish,4.115,3,5.5,3.333,3
bully,4.514,1.618,3.606,5.029,5.486
bundle,3.943,5.486,4.706,5,5.457
bungalow,3.091,5.121,5.242,6.303,6.424
bunk,3.6,4.714,5.257,5.657,5.061
bunk (bed),3.543,5.235,5.273,6.559,6.286
bunk (truant),4.767,3.393,5.655,3.69,3.429
bunny,4.758,6.941,5.147,6.629,6.618
buoy,3.767,5.152,4.645,6.515,6.188
burden,4.206,2.324,2.697,2.875,3.029
burger,5.212,6.156,5.636,6.625,6.656
burglar,5.438,2.469,3.531,5.552,5.742
burglary,5.781,2.182,3.424,4.258,4.152
burgle,5.118,2.303,3.656,4.97,5.424
burial,4.091,2.314,3.667,5.686,6.091
burn,4.818,3,4.688,5.353,5.452
burner,4.441,4.265,5.086,5.086,4.909
burnt,5.194,2.688,3.871,4.375,4.969
burst,5.938,4.147,4.941,3.882,4.606
bury,3.882,3.171,4.029,4.714,5.206
bus,3.177,5.303,4.588,6.882,6.765
business,3.969,5.765,5.788,4.743,4.571
businessman,3.382,4.939,5.314,6.059,6.03
bust,5.441,5.4,5.743,4.971,5.343
bust (break),4.516,3.419,4.581,3.636,4.516
bust (breasts),6.2,6.114,5.543,6.697,6.647
bust (sculpture),4.484,5.594,5.063,6.219,5.419
busy,4.382,4.647,4.559,3.571,4.091
busybody,4.452,3.344,4.839,4.226,4.807
butcher,4.143,4.229,4.971,6.294,6.429
butler,3.781,4.735,4.794,5.656,6.147
butt,5.467,4.607,4.742,6.387,6.125
butter,4.323,5.484,5.267,6.233,6.483
butterfly,5.774,7.091,5.486,6.452,6.765
button,3.677,5.235,5.559,6.382,6.647
buy,5.706,6.265,5.886,4.206,4.171
buzzard,4.414,5.31,5.313,6.357,5.759
cabin,4.177,5.364,5.091,6.457,6.281
cabinet,3.147,4.971,4.794,6.714,6.457
cabinet (closet),3.194,5.061,4.938,6.71,6.357
cabinet (council),3.267,4.469,3.313,4.807,4.515
cacti,4.371,4.794,4.914,6.743,6.471
cactus,4.457,4.971,5.457,6.486,6.771
cafe,4.515,6.094,6.061,6.121,6.394
cake,5.941,7.147,5.059,6.829,6.686
cakes,6.333,7.375,6.333,6.688,6.885
calcium,4.086,5.727,4.844,5.143,3.829
calculus,2.879,4.406,4.226,4.25,4.313
calendar,3.516,5.265,4.647,6,6.4
calf,3.886,5.886,5.265,6.629,6.382
calf (cow),3.515,6.094,4.424,6.697,6.625
calf (muscle),3.765,5.618,5.939,6.576,6.147
call,4.794,5.286,6.063,4.441,4.576
call (shout),5.235,4.875,6.515,4.788,4.576
call (telephone),4.588,5.441,5.588,4.735,4.886
call (visit),4.546,6.177,5.853,4.206,4.152
calm,3.743,7.343,5.941,3.794,4.371
camel,4.469,5.516,5.4,6.807,6.633
camera,4.677,6.177,5.294,6.727,6.727
camouflage,4.657,5.333,6.088,5.324,6.029
camp,4.294,5.313,4.882,5.057,4.971
camp (effeminate),4.094,4.613,4.75,3.133,4.839
camp (tents),3.581,5.807,5.065,6.152,6.406
camper,3.818,5.441,5.429,5.576,6
campus,4.121,5.882,5.188,5.688,5.5
canal,2.857,5.091,4.853,6.559,6.265
cancer,4.281,1.219,3.194,5.563,4.333
candidate,4.452,5.533,5.129,4.484,4.313
candle,4.903,6.333,5.969,6.621,6.774
candy,5.714,7.029,5.114,6.114,6.647
candyfloss,4.969,6.735,5.086,6.242,6.559
cane,4.031,4.235,4.594,6.546,6.529
cane (beat),4.576,2.688,4.853,5.813,5.424
cane (stick),4.677,3.529,4.364,6.371,5.882
cane (sugar),4.177,5.941,4.849,6.147,5.882
cannon,5.5,3.875,5.897,6.433,6.4
canoe,3.886,5.6,5.242,6.697,6.758
canyon,4.625,5.294,4.758,6.543,6.364
cap,3.286,4.941,6,6.314,6.343
cap (hat),3.686,5.286,5.229,6.543,6.657
cap (limit),3.273,4.091,3.875,3.455,3.03
capable,5.057,7.029,7.371,2.8,2.914
capacity,4.143,5.059,5.182,2.943,2.849
cape,4.364,5.294,6.031,5.807,6.063
captivate,6.97,6.879,5.758,2,2.546
captivating,7.484,7.813,6.419,2.258,3.031
captive,4.968,2.733,2.5,4.156,3.839
capture,5.485,3.114,4.824,4.235,4.914
car,4.914,6.029,6.382,6.857,6.882
caravan,3.455,5.406,5.303,6.469,6.485
carbohydrate,4.382,5.441,5.273,5.147,4.647
carbon,3.853,4.971,4.594,5.177,4.594
carcass,4.303,2.6,4.433,5.636,5.531
card,3.645,5.516,5.25,6.367,6.067
care,5.294,7.719,5.594,3.031,3.212
career,5.4,6.765,6.457,4.212,4
careful,4.152,6.147,4.5,3.147,3
caress,6.563,7.063,5.424,4.156,4.061
carnival,6.6,7.294,5.314,6.2,6.429
carol,3.697,6.242,5.147,4.912,4.727
carp,2.607,4.655,5.069,5.967,5.448
carpenter,3.333,5.515,5.677,6.114,5.912
carpet,3.529,5.086,5.455,6.147,6.343
carriage,4.182,5.677,5.156,6.303,6.387
carrot,3.618,5.486,5.343,6.909,6.941
carry,3.563,5.514,5.5,4.938,4.735
carve,4.059,4.529,5.735,4.324,4.97
case,3.179,5.06,4.846,5.53,5.403
case (container),2.727,5.061,4.667,6.563,5.909
case (instance),3.5,4.727,5.059,3.364,2.912
case (legal),3.735,3.765,4.647,4.353,4.121
cash,5.971,6.75,6.03,6.206,6.324
cashier,3.242,5.156,5.059,6.294,6.265
casino,5.441,4.429,4.412,6.6,6.719
cast,4.121,4.971,4.8,4.8,4.314
cast (actors),5.412,5.794,4.629,5.629,5.412
cast (plaster bandage),3.514,3.543,3.294,6.771,6.571
cast (throw),4.182,4.667,6.455,4.606,4.727
castle,5.875,6.065,5.968,6.5,6.759
casual,3.686,5.441,5.324,2.971,3.286
casualty,4.152,2.686,3.514,4.765,4.714
cat,3.97,5.939,5.091,6.548,6.774
catapult,5.581,4.606,5.633,6.364,6.194
catastrophe,6.088,1.543,3.152,3.143,4.971
catch,5.375,5.531,5.625,3.424,4.438
catch (a ball),5.257,6.139,6.118,5.147,5.941
catch (drawback),4.156,2.807,3.677,2.781,2.613
catch (restraint),4.941,4.061,4.412,4.375,4.303
catch (romantic),6.412,7.429,5.25,3,3.903
caterpillar,3.563,5.75,5.469,6.788,6.879
cathedral,4.029,5.8,4.429,6.412,6.457
cattle,3.242,5.265,5.412,6.5,6.212
caught,5,3.429,3.088,4.086,4.4
cauliflower,3.088,5.667,5.636,6.677,6.618
caution,5.4,4.229,3.471,2.677,3.441
cautious,4.152,4.636,3.941,2.618,3.471
cave,4.235,4.714,4.6,5.971,6.382
caviar,3.515,5.452,5.129,6.394,5.774
cavity,3.059,3.143,4.147,5.788,5.147
cease,4.125,3.647,4.706,3.742,2.719
ceiling,2.849,4.971,4.647,6.647,6.147
celebrate,7.313,8.182,7.129,4.258,5.281
celebration,7.4,8.314,6.429,4.371,5.914
celebrity,5.441,5.147,4.469,4.097,5.645
celery,3.182,4.909,5.314,6.606,6.647
cell,3.971,4.5,3.824,5.824,5.735
cell (biological),3.6,5.771,4.667,5.543,5
cell (jail),3.438,2.353,3.121,6.471,6.412
cellar,3.303,4.177,4.353,6.143,6.242
cello,3.688,5.8,5.177,6.706,6.529
cells,4.452,5,4.25,5.767,4.903
cement,2.882,4.771,5.147,6.657,6.543
cemetery,3.914,2.543,3.286,6.371,6.629
cervix,4.5,5.394,5.091,6.121,5.455
chain,4.629,4.029,4.686,6.343,6.314
chair,3.265,5.382,5.515,6.677,6.6
chair (head),3.943,5.656,4.9,4.897,3.903
chair (seat),2.629,5.294,5.606,6.677,6.657
chalice,5,5.548,5.786,5.393,5.581
chalk,3.613,5.067,5,6.71,6.517
chameleon,5.406,5.613,5.767,6.152,6.29
champion,7.235,8.03,7.121,4.788,5.706
chance,5.824,6.486,4.242,2.4,2.636
chandelier,5.031,5.656,5.094,6.667,6.546
change,4.912,5.333,5.2,3.242,2.824
change (coins),4.606,5.5,5.265,6.294,6.303
change (transform),5.829,6.514,6.2,3.771,4.2
chaos,6.441,2.344,3.939,3.059,4.788
chaotic,7.177,2.765,4.091,2.714,4.618
chapel,3.879,5.485,4.235,6.371,6.324
charge,4.4,4.714,6.281,4.171,3.576
charge (card),3.531,4.355,5.031,3.818,4.226
charge (dependent),3.5,4.938,4.625,3.688,2.97
charge (electric),5.909,5.743,4.875,4.636,3.849
charge (price),3.743,4.118,4.182,4.529,4.03
charge (rush),5.936,4.29,6.367,4.29,4.767
charity,4.314,7.457,5.4,4,4.029
charlatan,4.714,2.75,4.656,3.75,3.552
charm,5.758,7.485,6.118,2.581,4.212
charm (lucky),6.412,7.588,5.147,3.294,4.853
charm (social allure),6.206,7.571,6.235,3.029,3.571
charming,6.941,7.594,6.147,3.121,4.147
chasm,5.72,4.036,4.778,4.269,4.115
chauffeur,4.118,5.765,5.559,6.25,6.364
cheap,5,5.303,4.727,3.03,3.147
check,3.546,5.088,4.938,4.257,3.6
cheek,4.563,5.063,5.161,5.939,6.156
cheer,7.059,7.857,6.514,3.914,5.343
cheer (happiness),7.543,8.543,7.029,3.6,5.229
cheer (support),7.424,8.152,6.818,4.515,5.03
cheerful,6.171,8,6.8,3.618,5.314
cheers,5.697,7.324,6.177,3.514,3.857
cheese,5.258,6.033,5.167,6.704,6.586
cheetah,5.625,6,4.882,6.5,6.688
chef,4.677,5.912,5.667,6.618,6.486
chemist,3.571,5.829,4.912,6.4,6.088
chemistry,5.194,6.094,5.455,4.97,4.788
chemistry (rapport),5.688,6.606,5.606,3.212,3.688
chemistry (science),4.794,5.571,5.177,4.657,4.313
cheque,4.75,6.03,5.594,6.364,6.273
cherry,5.486,6.152,5.03,6.6,6.618
chess,3.758,5.353,5.529,6.088,6.353
chest,5.677,5.29,5.344,6.033,6.065
chest (cabinet),3.086,5.206,5.371,6.2,6.371
chest (torso),5.529,5.765,5.971,6.706,6.235
chestnut,3.529,5.412,5.4,6.4,6.576
chew,3.906,5.333,6.059,4.771,5.219
chewy,4.469,4.438,4.567,4.194,4
chief,4.829,5.971,5.914,5.029,5.485
chihuahua,3.969,5.031,5.581,6.636,6.844
child,4.226,6.194,3.677,6.167,6.621
children,4.968,6.3,4.567,6.094,6.067
chime,4.788,5.829,5.429,4.879,4.758
chimpanzee,5.871,5.938,5.313,6.815,6.8
chin,3.182,5.063,5.344,6.655,6.621
chip,4.094,5.824,5.094,5.971,6.303
chipmunk,4.059,6.333,5.242,6.824,6.559
chips,5,6.194,5.533,6.464,6.552
chisel,3.563,4.969,5.129,6.469,6.125
chocolate,7,7.829,5.471,6.5,6.853
choir,4.636,6.588,5,5.636,6.25
choke,6,2.424,3.25,4.344,4.677
choked,5.471,2.152,3.303,4.727,5.059
choose,4.882,6.382,7.235,2.677,2.912
choral,4.138,5.69,5.414,4.179,3.467
chord,4.906,6.03,5.697,5,5.088
chose,4.576,6.03,6.441,2.875,2.844
Christmas,7.516,7.914,5.6,5.086,6.571
chubby,4.029,3.257,3.943,4.829,6.057
chunk,3.914,4.686,4.886,4.657,4.441
church,3.129,4.485,3.125,6,6.467
chute,4.781,5.394,5.219,5.906,5.375
cigar,5.031,4.032,5.807,6.621,6.621
cigarette,4.969,3,3.968,6.739,6.733
cinema,5.571,6.629,5.229,6.571,6.571
circle,4.2,5.767,4.967,4.931,6.767
circuit,3.529,4.941,4.677,5,4.543
circular,3.727,5.412,5,5.29,5.606
circulate,3.941,5.4,5.273,3.371,3.829
circulation,4.629,5.833,5.229,4.333,3.618
circumstances,4.5,4.485,3.424,2.938,2.563
circus,6.273,6.029,4.758,6.344,6.576
citation,3.455,5.114,5.03,4.059,4.121
cite,3.258,5.031,5.063,3.548,3.031
city,6.161,5.844,4.936,5.929,6.31
civilian,4,5.235,3.515,5.031,4.788
civilization,5,6.177,5.171,3.647,4.514
civilized,4.121,7.061,5.303,3.324,4
clam,3.143,5.353,5.371,5.657,5.886
clan,4.5,5.364,5.03,5.235,4.706
clarinet,4.143,5.743,5.758,6.677,6.647
class,4.121,5.091,4.412,4.514,4.886
class (school),3.559,5.229,4.029,5.235,5.677
class (status),3.677,4.097,4.121,2.515,3.281
classical,4.971,6.114,5.059,3.121,3.529
classify,3.688,5.4,5.091,3.03,2.667
clause,2.971,4.6,4.515,3.75,2.212
claw,4.75,4.125,4.742,5.968,6.25
claws,6.031,3.727,4.844,6.387,6.414
claymore,4.476,4.048,5.044,5.474,4.667
clean,5.147,7.088,6.088,4.667,5.206
cleaner,4,5.091,4.818,5.727,5.853
cleaner (maid),3.471,4.853,4.853,6.294,6.382
cleaner (more clean),4.829,7.029,5.394,3.829,4.057
clear,4.667,6.212,6.25,3.441,4.471
clergy,2.844,4.727,3.969,5.636,5.516
clever,5.765,7.629,6.824,3.286,3.886
click,4.059,5.03,6.029,5.343,5.257
client,4.063,5.069,5.156,4.438,4.156
cliff,4.8,4.171,4.571,6.571,6.543
climate,4.969,5.313,4.097,4.061,3.567
climax,7.455,7.273,6.576,3.667,3.879
climb,4.714,5.765,6.314,4.771,5.412
climber,4.618,5.765,5.588,6.029,5.4
cling,4.242,3.774,3.941,3.871,4.5
clingy,4.125,2.743,3.765,3.059,4.4
cloak,4.182,5.361,5.706,6.5,6.529
clock,4.031,5.438,4.188,6.467,6.448
clone,5.129,4.125,3.414,4.194,4.125
close,4.133,4.71,4.581,3.531,3.969
close (near),4.531,6.273,5.063,3.75,3.727
close (stairwell),3.394,4.879,4.939,5.969,5.849
closure,4.242,6,5.313,2.771,3.029
cloth,3.647,5.469,5.091,6.406,6.5
clothes,5.206,5.882,5.529,6.382,6.588
clothing,4.939,6.059,5.882,6.242,6.529
cloud,3.871,5.531,4.563,5.594,6.533
cloud (sky),4.853,6.059,5.061,6.057,6.429
cloud (spoil),3,3.156,3.818,3.645,4.063
cloudy,3.912,4.029,4.094,5.086,6.412
clove,3.813,5.152,4.882,5.943,5.667
clover,4.206,6.353,5.457,5.697,6.471
clown,4.4,4.333,4.754,6.339,6.726
club,5.794,6.114,5.235,5.886,5.909
club (card suit),3.424,5.515,5.303,5.469,5.735
club (disco),5.824,6.529,5.576,6.324,6.382
club (hit),4.719,3.212,4.933,5.581,5.594
club (organisation),4.8,6.114,5.177,5.543,5.486
club (tool),3.765,3.735,5.375,6.469,6.229
clue,5.313,6.094,5.156,3.394,3.529
clueless,3.364,3.324,3.576,2.294,2.441
clumsy,4.265,3.629,4.265,2.943,4.629
cluster,4.344,5.059,4.781,4.588,4.588
clutch,4.4,4.571,5.286,5.441,5.242
clutch (bag),3.939,5.457,5,6.514,6.229
clutch (car),3.588,4.882,5.765,6.4,6.029
clutch (grab),5.343,4.257,4.914,4.514,4.857
clutter,3.515,3.061,4.121,4.697,5.667
coach,3.941,5.6,5.771,5.912,5.8
coach (bus),3.03,5.286,4.182,6.735,6.457
coach (trainer),4.906,6,4.688,5.807,5.697
coarse,3.625,3.912,4.75,4.061,3.853
coast,5.215,6.212,5.385,6.015,6.269
coast (beach),5.576,7.281,5.424,6.515,6.813
coast (glide),4.424,5.697,5.242,4.061,4.594
coaster,3.242,5.273,4.594,5.636,5.735
coat,3.844,5.75,5.844,6.625,6.807
coat (cover),3.735,5.212,5.629,5.294,5.629
coat (jacket),3.563,5.735,5.656,6.618,6.758
cobble,3.212,4.857,4.853,5.412,5.265
cock,6.585,5.046,5.984,6.288,6.302
cock (bird),3.618,5.343,5.324,6.4,6.212
cock (dick),6.059,5.059,5.636,6.114,6.182
cock (tilt),4.206,4.543,5.286,3.941,4.029
cockerel,4.097,4.933,5.767,6.556,6.6
cockney,4,4.968,5.063,4.156,4.094
cockroach,5.156,2.313,4.188,6.7,6.393
cocktail,7.156,6.647,5.571,6.382,6.514
cod,2.879,4.941,4.879,6.484,5.781
code,3.909,5,5.147,4.882,4.5
coerce,5.233,3.214,3.966,3.533,3.742
coffee,5.486,5.882,5.8,6.324,6.735
coffin,4.061,2.029,3.212,6.844,6.412
coin,4.394,5.97,5.303,6.546,6.727
coke,4.121,5.206,4.941,6.235,6.412
coke (coal),3.433,4.844,5.29,5.563,4.939
coke (cocaine),4.588,2.941,4.088,6.412,6.088
coke (cola),5.114,5.324,5.152,6.758,6.758
cola,4.406,5.429,5.121,6.343,6.286
cold,4.086,3.257,3.588,5,5.353
cold (illness),2.714,2.371,2.771,5.286,5.057
cold (temperature),4.818,3.333,4.485,4.424,4.242
collage,4,5.765,5.114,5.257,5.629
collar,3.548,4.967,4.741,6.406,6.071
collate,3.546,5.219,5.276,2.906,2.71
collect,4.273,5.606,5.485,4.161,3.677
college,4.912,5.943,5.118,6.147,6.2
colonel,3.912,5.235,5.424,5.794,5.485
colony,4.091,5,5.303,4.879,4.636
colour,6.324,6.697,6.029,5.206,6.333
column,3.242,5.294,5.656,5.824,5.636
comb,3.25,5.25,5.618,6.625,6.656
combat,5.286,3.382,5.515,4.853,4.429
combatant,5.107,3.857,5.71,4.714,4.571
combustion,5.971,4.6,4.824,4.829,4.657
comedian,6.294,7.091,5.735,5.879,5.647
comedy,7.065,7.406,5.594,3.5,3.719
comet,6.457,6.235,4.743,6.057,6.121
comfort,4.258,7.485,5.118,3.114,4.206
comfortable,4.514,7.571,6,2.912,4.088
comma,3.355,5.1,4.688,4.774,5.759
command,5.613,4.188,6.063,2.909,3.484
commander,5.088,5.171,5.486,5.314,5.618
commanding,6.156,5.324,6.333,3.281,3.531
comment,3.743,5.219,5.879,3.882,3.353
committee,3.75,5.471,4.546,4.849,4.406
common,3,4.313,4.355,3.188,3.125
communication,5.2,7.4,6.029,3.824,4.2
compare,3.688,5.594,5.5,3.303,3.029
comparison,4.382,4.97,5.424,2.97,3
compass,3.647,5.559,5.441,6.412,6.324
compete,5.6,6.061,6.212,3.059,4
competence,5.387,6.75,6.788,2.906,2.471
competent,5,6.719,7,3.485,2.875
competition,6.273,5.857,6.114,4,4.314
complement,6.394,7.364,5.171,2.8,3.6
complete,5.857,7.343,6.857,3.824,3.706
complex,4.879,4.273,4.758,2.546,2.485
complex (behaviour),5.206,4.265,5.324,2.206,2.294
complex (buildings),3.514,5.029,5.324,5.714,5.143
complex (difficult),5.394,3.813,4.457,3.032,2.788
complicated,5.242,3.324,4.029,2.6,3.343
compliment,6.571,8.057,6.943,3.229,3.543
compose,4.546,6.394,6,3.576,3.364
composer,4.5,6.294,5.529,5.636,5.636
compute,3.914,5.686,5.5,3.571,3.281
computer,4.515,5.844,5.938,6.719,6.9
comrade,4.781,5.735,6.125,4.242,4.382
conceal,4.833,4.063,3.969,3.258,3.067
concealed,4.531,3.788,3.936,3.125,3.469
concentrate,4.364,6.294,6.118,2.765,2.912
concept,4.735,5.686,5.886,2.057,2.6
conceptual,4.8,5.452,5.75,1.939,2.031
concert,6.939,7.2,6.182,5.714,6.364
conclude,3.849,5.424,5.382,3.057,2.824
conclusion,4.571,5.257,6.059,3,2.471
concoct,4.774,4.621,5.517,2.871,2.862
concoction,5.719,5.344,5.529,4.484,4.188
concrete,3.094,5.294,5.576,6.344,5.906
condemn,4.452,3.061,4.576,3,3.242
condescend,4.065,2.71,3.968,2.563,3
condescending,4.531,1.97,3.273,2.969,3.094
conductor,4.286,5.457,4.853,6,6
confer,3.645,5.733,5.455,3.161,3.063
conference,3.355,4.912,5.455,5.281,5.029
confess,5.265,4.912,4.606,2.882,3.412
confetti,5.75,6.938,5.656,6.452,6.467
confide,5.029,6.636,5.543,2.6,2.735
confidence,6.849,7.765,7.5,3.059,3.765
confident,7,7.813,7.516,2.625,3.419
confirm,4.429,6.143,5.882,3.636,3.156
confirmation,3.912,6.114,5.886,4,3.471
conform,3.647,3.529,2.943,2.765,3.471
conformity,3.686,3.618,2.457,2.8,3.143
confuse,3.813,3.636,3.97,2.758,2.697
confused,4.323,3.438,3.219,2.719,3.219
confusion,4.686,3.235,3.486,2.571,3.629
connect,4.265,6.514,5.576,3.229,3.529
connection,5.667,6.563,5.727,3.75,4.031
connoisseur,5.828,6.833,6.31,4.138,2.9
conquer,6.706,4.912,7.364,3.515,4.086
conqueror,6.286,4.944,6.686,5.194,5.147
conquest,6.212,5.303,7.152,3.697,4
consent,4.588,6.471,6.364,3.364,3.147
console,4.912,5.857,4.677,3.382,4.177
consonant,3.531,5.152,5.333,4.469,4.485
construction,3.909,5.438,5.5,5.242,5.576
consult,3.353,5.455,4.943,3.794,2.824
contain,3.581,4.818,4.548,3.182,3.061
container,3.485,5.152,4.677,6.029,5.912
contempt,4.714,3.286,5.286,3.029,3.229
contend,4.182,4.824,5.323,2.818,2.152
contender,5.323,6.143,6.364,3.882,3.971
content,3.968,5.939,4.882,3.143,3.147
content (contents),3.8,5.486,5.294,4.441,3.829
content (happy),6.548,8.156,7.267,2.849,4.667
contents,3.5,5.343,5.257,4.677,4.265
context,4.061,5.543,4.833,2.853,2.5
continent,3.424,5.543,5.088,6.364,5.5
continental,4.067,5.813,4.967,4.355,4.133
contract,3.971,4.853,4.5,5.546,5.364
contract (agreement),3.455,5.029,4.735,4.667,4.771
contract (catch),4.333,3.688,3.618,3.606,3.086
contribute,4.941,7.029,6.706,2.765,2.735
contribution,5.2,6.824,6.559,2.943,3
convene,3.967,5.276,5.167,3.172,3.065
convener,3.3,5.286,5.32,4.76,3.852
convent,3.226,4.273,3.097,4.875,4.767
convention,3.364,4.667,3.871,3.788,3.781
convert,4.242,4.606,4.727,2.094,2.219
convict,5.455,2.143,4.343,5.029,4.735
conviction,5.143,3.829,4.588,3.6,3.2
convoy,3.588,4.853,5,5.546,5.471
cook,5.094,6.406,5.606,5.485,6.212
cooker,4.229,5.286,5.286,6.677,6.514
cool,5.235,6.485,5.177,2.857,3.514
cool (popular),5.727,6.719,6.375,2.839,4.063
cool (temperature),3.353,4.412,4.333,4.364,4.029
cooperate,4.382,6.806,5.059,3.4,3.943
copy,3.394,4.333,4.156,3.879,4.455
coral,4.727,6.118,5.344,5.735,6.147
cord,3.206,4.971,4.844,5.457,5.656
core,4.719,5.182,5.677,4.182,4.125
cork,4.094,5.194,5.414,6.5,6.167
corn,3.412,5.4,5.177,6.353,6.286
corn (foot),3.065,2.727,3.788,6,5.531
corn (maize),3.086,5.629,5.4,6.429,6.086
corner,3.529,4.765,4.594,6.029,5.765
corner (edge),3.441,4.353,5.294,5.941,6.235
corner (surround),4.121,4.182,4.177,4.029,4.735
cornered,4.829,2.543,2.29,3.771,4.177
cornflour,2.313,5.094,4.903,6.719,6.182
corporation,3.212,4.143,3.886,4.677,4.571
corpse,4.968,2.516,3.516,6.6,5.968
corridor,3.529,5.029,4.97,5.938,6.344
corrupt,4.212,2.147,4.059,3.171,3.182
cortex,4.129,5.452,5.3,5.226,4.194
cost,5.031,3.645,3.807,3.419,3.355
costly,4.412,2.971,3.429,3.829,3.941
costume,5.909,5.788,5.849,5.656,5.971
cosy,5.406,7.794,5.912,3.313,4.849
cottage,3.971,6.061,5.029,6.765,6.758
cotton,3.559,5.941,4.647,6.438,6.029
couch,3.667,5.788,5.344,6.758,6.716
couch (express),3.63,5.074,5.167,4.304,4.167
couch (sofa),4.091,5.886,5.147,6.714,6.706
cough,4.059,3.686,4.457,5.829,5.765
councillor,3.647,4.486,3.086,5.543,5.229
counsellor,3.813,5.344,4.242,5.364,5.394
count,2.886,5.265,5.629,3.912,3.706
count (numbers),3.029,4.941,5.735,3.629,3.235
count (title),3.242,5,5.242,4.433,4.032
counter,3.059,5.057,5.438,5.429,5.571
counter (keeping account),3.086,5.056,5.059,4.583,3.286
counter (oppose),4.515,3.656,5.906,3.212,2.938
counter (worktop),3.5,5.394,5.088,6.576,6.265
country,4.371,5.829,5.75,5.618,6
county,3.212,5.242,4.818,5.469,4.903
coup,3.667,4.615,4.852,3.76,3.5
couple,5.364,7,5.424,5.029,5.706
couple (a few),4.059,5.229,5.229,4.314,4.886
couple (romantic pair),6.382,7.515,5.471,5.364,6.235
courage,7.206,8.143,7.758,2.4,3.697
courageous,6.588,8.091,7.057,2.914,3.441
course,3.629,5.057,4.647,3.941,3.143
course (class),4.194,5.469,4.485,4.688,4.226
course (path),4.294,5.943,5.853,4.364,4.914
court,4.903,4.188,3.484,5.516,5.594
court (law),3.97,4.088,3.688,5.667,5.606
court (sport),3.788,5.469,5.636,5.686,5.788
court (woo),6.1,6.484,5.448,3.767,4.4
courtship,5.257,6.686,5.543,4.118,3.882
courtyard,3.758,5.559,4.939,6.294,6.206
cover,4.226,5.267,4.938,4.406,4.233
covert,4.625,4.455,5.344,2.849,3.294
cow,3.147,5.177,5.029,6.853,6.882
coward,3.807,2.515,3.364,3.188,3.688
cowardice,4.059,2.257,3.118,2.543,3.441
cowardly,4.406,2.455,2.844,2.515,2.636
cowboy,4.853,5.471,5.735,6.177,6.667
cowboy (reckless),5.667,4.065,5.75,4.344,4.667
